Sample,AC_RED,AC_IR,AC_GREEN,Pressure
12,0.014836,-0.106223,-0.585193,86.315837
13,-0.026284,-0.128263,-0.617432,86.549693
14,-0.036482,-0.131553,-0.61184,86.372224
15,-0.041088,-0.129908,-0.611511,86.39181
16,-0.010165,-0.097012,-0.577956,86.261825
17,-0.012468,-0.080234,-0.567101,86.232147
18,-0.024969,-0.093393,-0.559534,86.590054
19,-0.053917,-0.114118,-0.586838,86.430391
0,-0.078919,-0.124316,-0.593418,86.201283
1,-0.079906,-0.127605,-0.593418,86.329488
2,-0.061155,-0.101288,-0.570061,86.454132
3,-0.056549,-0.099972,-0.550981,86.356198
4,-0.051944,-0.104907,-0.562495,86.354417
5,-0.085498,-0.126618,-0.574338,86.12531
6,-0.085169,-0.140435,-0.589141,86.102161
7,-0.088788,-0.143395,-0.578285,86.129464
8,-0.072339,-0.118065,-0.565456,86.110471
9,-0.065431,-0.10392,-0.545389,86.248173
10,-0.05951,-0.098656,-0.550652,86.074858
11,-0.08484,-0.108196,-0.568745,86.076639
12,-0.08484,-0.106881,-0.582233,86.070704
13,-0.091748,-0.110828,-0.571377,86.037465
14,-0.084511,-0.067405,-0.560521,86.281411
15,-0.051286,-0.070037,-0.53881,86.125903
16,-0.046351,-0.070366,-0.529599,86.005414
17,-0.047009,-0.071352,-0.51973,85.822603
18,-0.076945,-0.102275,-0.555587,86.083762
19,-0.076287,-0.104907,-0.560192,85.779274
0,-0.08155,-0.114118,-0.564469,85.921131
1,-0.042075,-0.083853,-0.529599,85.977517
2,-0.032206,-0.089445,-0.527954,85.830912
3,-0.02135,-0.093393,-0.534204,85.945466
4,-0.046022,-0.123,-0.572035,85.827351
5,-0.036811,-0.128592,-0.570719,85.860589
6,-0.038127,-0.138132,-0.58322,85.906292
7,-0.000625,-0.110499,-0.56414,85.737726
8,0.007928,-0.098327,-0.566443,85.686681
9,0.01681,-0.095038,-0.57039,85.715765
10,-0.009507,-0.109183,-0.58947,85.802422
11,-0.009178,-0.111815,-0.604602,85.609521
12,-0.005231,-0.104578,-0.613155,85.930628
13,0.023718,-0.078919,-0.584865,85.619017
14,0.043127,-0.070037,-0.57993,85.598243
15,0.055298,-0.071024,-0.585193,85.458761
16,0.025363,-0.091419,-0.604273,85.656411
17,0.015494,-0.111157,-0.61809,85.538889
18,0.015823,-0.105894,-0.62434,85.349549
19,0.038192,-0.090761,-0.596707,85.483096
0,0.05793,-0.086485,-0.58618,85.264672
1,0.065825,-0.08813,-0.597365,85.29613
2,0.056285,-0.114447,-0.60526,85.209473
3,0.052009,-0.124645,-0.613155,85.348955
4,0.052996,-0.127934,-0.619077,85.18395
5,0.063852,-0.121026,-0.616445,85.301472
6,0.095103,-0.092077,-0.592102,85.161989
7,0.101353,-0.08155,-0.588812,85.211253
8,0.09938,-0.072997,-0.582562,85.105603
9,0.081616,-0.09109,-0.605589,85.170893
10,0.079313,-0.088459,-0.609866,85.27773
11,0.074707,-0.088788,-0.599997,85.270014
12,0.114183,-0.058194,-0.563153,85.128751
13,0.116486,-0.037469,-0.554929,84.882431
14,0.114512,-0.04997,-0.549336,84.93585
15,0.078326,-0.085498,-0.575325,84.830792
16,0.07701,-0.09767,-0.57368,84.877682
17,0.080958,-0.092406,-0.576311,84.862844
18,0.101353,-0.070037,-0.540454,84.897863
19,0.121091,-0.075958,-0.539797,84.913888
0,0.118788,-0.080892,-0.536507,84.596937
1,0.099709,-0.109841,-0.556574,84.886585
2,0.093129,-0.117407,-0.553284,84.777374
3,0.101682,-0.124645,-0.548021,84.755412
4,0.129973,-0.105894,-0.526967,84.850379
5,0.138526,-0.092406,-0.512493,84.637297
6,0.145763,-0.087801,-0.51019,84.735232
7,0.129644,-0.095696,-0.52927,84.571414
8,0.119775,-0.10063,-0.534204,84.578537
9,0.12767,-0.101946,-0.534204,84.298384
10,0.151027,-0.075629,-0.508216,84.496034
11,0.16912,-0.057536,-0.486504,84.28592
12,0.170436,-0.05622,-0.483873,84.538176
13,0.158593,-0.080234,-0.495386,84.384448
14,0.136223,-0.090432,-0.5069,84.280578
15,0.142803,-0.097999,-0.509861,84.204605
16,0.139513,-0.095696,-0.495057,84.130412
17,0.187871,-0.063128,-0.469069,84.296604
18,0.195108,-0.068392,-0.453279,84.287107
19,0.200042,-0.073984,-0.459529,84.311442
0,0.173396,-0.104249,-0.482886,84.22063
1,0.180963,-0.105236,-0.478609,84.159495
2,0.193134,-0.102933,-0.473346,84.12507
3,0.224386,-0.069379,-0.443739,83.80515
4,0.238531,-0.061155,-0.438476,84.262178
5,0.244124,-0.050628,-0.429265,83.892401
6,0.224386,-0.071681,-0.453608,83.911988
7,0.21978,-0.068392,-0.444068,84.015264
8,0.227346,-0.063786,-0.446371,84.091238
9,0.27077,-0.024969,-0.407553,83.846698
10,0.281954,-0.019705,-0.387157,83.675758
11,0.29906,-0.01181,-0.387157,83.91911
12,0.265177,-0.042404,-0.404264,83.960658
13,0.26419,-0.05622,-0.418409,83.630649
14,0.269783,-0.048983,-0.410514,83.715525
15,0.299718,-0.032206,-0.386828,83.658545
16,0.328009,-0.014442,-0.367749,83.755886
17,0.339523,-0.023324,-0.368735,83.56892
18,0.313864,-0.048983,-0.387815,83.439528
19,0.314193,-0.060497,-0.395053,83.608687
0,0.322417,-0.063786,-0.395053,83.647268
1,0.347089,-0.042404,-0.374657,83.500069
2,0.369459,-0.01806,-0.37038,83.271555
3,0.373735,-0.010823,-0.365117,83.487011
4,0.364195,-0.024969,-0.383539,83.562985
5,0.340181,-0.02135,-0.388144,83.411038
6,0.344786,-0.02135,-0.391763,83.385515
7,0.344128,-0.016087,-0.389789,83.405102
8,0.380643,0.01681,-0.348011,83.323787
9,0.380643,0.020428,-0.342089,83.214575
10,0.383933,0.010888,-0.343076,83.324974
11,0.345115,-0.014113,-0.371696,83.287581
12,0.344128,-0.026613,-0.377946,83.235942
13,0.336562,-0.026942,-0.369393,83.137414
14,0.375051,-0.011152,-0.339787,83.246626
15,0.377683,-0.010494,-0.33551,82.991403
16,0.388538,-0.02135,-0.342418,83.202704
17,0.357287,-0.053259,-0.366762,82.936203
18,0.353997,-0.058194,-0.366762,83.05788
19,0.363866,-0.065431,-0.369722,83.069157
0,0.38163,-0.041088,-0.350642,82.963506
1,0.395447,-0.029903,-0.347353,82.885752
2,0.398078,-0.030232,-0.343734,82.705315
3,0.36584,-0.041417,-0.371038,82.897623
4,0.366827,-0.049641,-0.369064,82.894062
5,0.367156,-0.04668,-0.371038,82.770011
6,0.389196,-0.020034,-0.350314,82.762889
7,0.398407,-0.001941,-0.336497,82.533781
8,0.397749,-0.00227,-0.328273,82.637058
9,0.377025,-0.028916,-0.350642,82.760515
10,0.360248,-0.040101,-0.361827,82.620438
11,0.360906,-0.041088,-0.363143,82.480956
12,0.385907,-0.0151,-0.344392,82.469085
13,0.397749,-0.007205,-0.338142,82.643587
14,0.408934,-0.000296,-0.335839,82.41804
15,0.399065,-0.00852,-0.352616,82.683948
16,0.373735,-0.032864,-0.365117,82.587794
17,0.379985,-0.036811,-0.363143,82.645961
18,0.37538,-0.035824,-0.365775,82.227513
19,0.410579,-0.004573,-0.342089,82.305861
0,0.405645,0.008257,-0.33551,82.350376
1,0.402684,0.020757,-0.333207,82.182997
2,0.376367,-0.000296,-0.362485,82.62578
3,0.370774,0.005625,-0.363143,82.318919
4,0.37538,0.014178,-0.368735,82.165785
5,0.405316,0.059246,-0.337155,82.167565
6,0.405974,0.067799,-0.321694,82.031644
7,0.404658,0.062536,-0.330247,82.268467
8,0.370445,0.039837,-0.352616,82.185371
9,0.35959,0.033916,-0.353274,82.279745
10,0.346102,0.036877,-0.358538,81.931929
11,0.382288,0.069444,-0.335839,82.085063
12,0.380972,0.075036,-0.325641,82.154507
13,0.385907,0.081616,-0.32597,82.111179
14,0.363537,0.055956,-0.345708,82.022741
15,0.357287,0.059904,-0.357551,81.983567
16,0.36255,0.057601,-0.353274,81.848833
17,0.379656,0.090827,-0.332878,81.976444
18,0.395776,0.107275,-0.322352,81.869607
19,0.398078,0.12142,-0.334194,81.665428
0,0.374393,0.112538,-0.353932,81.745556
1,0.36584,0.115828,-0.353274,81.759801
2,0.363537,0.11517,-0.358538,81.750898
3,0.385907,0.142474,-0.343405,81.493894
4,0.398078,0.159251,-0.323667,81.571054
5,0.408605,0.167804,-0.317746,81.42623
6,0.39446,0.163527,-0.320049,81.595983
7,0.363537,0.137868,-0.349327,81.468965
8,0.360248,0.133263,-0.350314,81.408424
9,0.361235,0.137868,-0.343734,81.428604
10,0.387881,0.154974,-0.320049,81.58708
11,0.396105,0.158264,-0.31643,81.335418
12,0.400381,0.151685,-0.322681,81.300992
13,0.378012,0.129973,-0.344721,81.462436
14,0.373735,0.12471,-0.342418,81.25529
15,0.383604,0.123723,-0.346695,81.320579
16,0.406303,0.149711,-0.32301,81.240451
17,0.410908,0.172081,-0.316101,81.25529
18,0.409263,0.166817,-0.320707,80.988195
19,0.391828,0.152014,-0.343405,81.188219
0,0.382946,0.149382,-0.345708,81.062982
1,0.386894,0.149711,-0.353932,81.26538
2,0.418803,0.184581,-0.324983,81.217896
3,0.425053,0.191489,-0.307877,81.052298
4,0.434922,0.200042,-0.298337,81.115807
5,0.404987,0.162212,-0.334523,81.066543
6,0.387552,0.145434,-0.343405,81.213148
7,0.384591,0.151027,-0.340774,81.119368
8,0.414198,0.163527,-0.311825,81.074259
9,0.422422,0.167804,-0.311825,81.08613
10,0.432949,0.166159,-0.30689,80.901538
11,0.413869,0.144448,-0.331234,81.25529
12,0.412553,0.133921,-0.334194,81.039834
13,0.407289,0.121091,-0.339129,81.043395
14,0.446765,0.142803,-0.318404,80.995318
15,0.436567,0.151356,-0.314457,81.011937
16,0.439528,0.15958,-0.304588,80.845151
17,0.43887,0.161554,-0.311167,80.840997
18,0.407947,0.148066,-0.332221,80.862364
19,0.404658,0.143461,-0.338471,80.594083
0,0.416171,0.146421,-0.336826,80.627321
1,0.44216,0.183594,-0.301298,80.867706
2,0.444791,0.186555,-0.293732,80.567373
3,0.439199,0.189845,-0.29439,80.650469
4,0.403013,0.152672,-0.320707,80.610702
5,0.395776,0.141158,-0.325641,80.517516
6,0.39117,0.14675,-0.323996,80.703888
7,0.425053,0.172738,-0.298995,80.559064
8,0.427027,0.16912,-0.29439,80.611296
9,0.429988,0.174054,-0.301956,80.661153
10,0.411895,0.143132,-0.318404,80.606547
11,0.405974,0.136881,-0.329918,80.423736
12,0.405645,0.128986,-0.328273,80.693798
13,0.430975,0.163527,-0.307877,80.725256
14,0.431962,0.171094,-0.295706,80.145958
15,0.427027,0.181291,-0.307219,80.510393
16,0.411237,0.162541,-0.325641,80.510393
17,0.396105,0.155632,-0.330247,80.458755
18,0.398736,0.158922,-0.327615,80.46469
19,0.417487,0.185239,-0.311167,80.306808
0,0.430975,0.200371,-0.284192,80.423142
1,0.425382,0.200371,-0.277942,80.080075
2,0.401039,0.171094,-0.31347,80.229054
3,0.381959,0.157935,-0.321036,80.215996
4,0.383275,0.153001,-0.324983,80.231428
5,0.377354,0.178002,-0.299982,80.18988
6,0.412553,0.171752,-0.293732,80.091352
7,0.418145,0.171423,-0.285508,80.289002
8,0.415842,0.159251,-0.297679,80.037933
9,0.391499,0.133921,-0.319391,80.125777
10,0.388867,0.12767,-0.318733,80.253983
11,0.38163,0.122407,-0.32301,79.914476
12,0.408605,0.149382,-0.299982,79.81298
13,0.407289,0.153001,-0.301627,80.017753
14,0.404987,0.156619,-0.300969,79.775587
15,0.373735,0.139513,-0.32597,79.904979
16,0.37209,0.136552,-0.32926,79.820103
17,0.361235,0.132605,-0.330905,79.885392
18,0.398736,0.167804,-0.290113,79.929908
19,0.396434,0.174054,-0.280244,79.752439
0,0.386894,0.167475,-0.279586,79.694272
1,0.35959,0.137868,-0.303272,79.912102
2,0.342484,0.126026,-0.318404,79.837315
3,0.33097,0.118788,-0.314785,79.599898
4,0.364195,0.136881,-0.293074,79.655098
5,0.367485,0.140171,-0.277942,79.628388
6,0.373077,0.132605,-0.2911,79.753626
7,0.348405,0.104972,-0.315443,79.703175
8,0.333273,0.0928,-0.314128,79.453293
9,0.331299,0.090169,-0.318075,79.536983
10,0.351366,0.107604,-0.303601,79.494841
11,0.364853,0.116815,-0.288797,79.367823
12,0.360248,0.121749,-0.289126,79.446171
13,0.33722,0.114512,-0.320378,79.366636
14,0.324391,0.107933,-0.327944,79.34883
15,0.317153,0.105301,-0.325312,79.546479
16,0.327022,0.134579,-0.308864,79.309062
17,0.350708,0.13425,-0.292087,79.231308
18,0.352024,0.133921,-0.278271,79.307282
19,0.350379,0.133921,-0.292087,79.434893
0,0.304324,0.093129,-0.323667,79.337552
1,0.294455,0.085563,-0.327286,79.160677
2,0.299718,0.090827,-0.327615,79.174922
3,0.327351,0.104314,-0.31643,79.233682
4,0.333273,0.104643,-0.322023,78.983207
5,0.326693,0.090827,-0.331234,79.294817
6,0.311232,0.059246,-0.361827,79.173141
7,0.300047,0.051351,-0.384526,79.191541
8,0.300376,0.047074,-0.391763,79.16127
9,0.325706,0.074049,-0.386828,79.059774
10,0.330312,0.093129,-0.385513,79.185012
11,0.327022,0.086221,-0.405908,78.980833
12,0.304982,0.072076,-0.439463,78.880524
13,0.294455,0.065825,-0.458214,79.050278
14,0.293468,0.07076,-0.475978,79.019413
15,0.326693,0.099051,-0.458214,79.071052
16,0.328996,0.11517,-0.459858,78.928008
17,0.325377,0.094774,-0.474004,78.85975
18,0.305969,0.076023,-0.501308,78.999826
19,0.290507,0.053325,-0.524335,79.120316
0,0.285573,0.052667,-0.525322,78.902485
1,0.303008,0.072076,-0.514466,78.951156
2,0.320772,0.080629,-0.499005,78.900705
3,0.322746,0.06418,-0.512164,78.901892
4,0.299389,0.044772,-0.536178,78.959465
5,0.29281,0.028652,-0.540125,79.063929
6,0.288863,0.016481,-0.54177,79.011104
7,0.320443,0.053325,-0.520717,78.901892
8,0.321101,0.05168,-0.517098,78.80277
9,0.322417,0.057601,-0.516769,78.507779
10,0.317811,0.069773,-0.517098,79.04731
11,0.296758,0.043127,-0.540454,78.739855
12,0.285902,0.040824,-0.539139,78.838383
13,0.286231,0.04839,-0.542757,78.796835
14,0.318469,0.083918,-0.4944,78.707803
15,0.321759,0.093787,-0.489794,78.733326
16,0.31814,0.074707,-0.488807,78.689403
17,0.277678,0.044114,-0.520717,78.521431
18,0.27373,0.037534,-0.522032,78.402722
19,0.271756,0.036219,-0.510848,78.517869
0,0.302021,0.060891,-0.488807,78.691184
1,0.31189,0.062207,-0.478938,78.722642
2,0.300047,0.059904,-0.474333,78.687029
3,0.282941,0.033258,-0.503282,78.644294
4,0.27077,0.031284,-0.501308,78.554076
5,0.272085,0.022402,-0.498676,78.646075
6,0.292481,0.054641,-0.47203,78.490567
7,0.301692,0.06418,-0.473346,78.811673
8,0.297745,0.080629,-0.474333,78.502437
9,0.268467,0.052996,-0.484531,78.660913
10,0.264848,0.058259,-0.4944,78.492347
11,0.255966,0.059246,-0.494071,78.555856
12,0.285902,0.084247,-0.461503,78.304788
13,0.285902,0.094445,-0.439792,78.532115
14,0.284586,0.091484,-0.431896,78.668629
15,0.261559,0.062207,-0.459858,78.381948
16,0.242808,0.050693,-0.469398,78.362955
17,0.229978,0.042798,-0.468082,78.150466
18,0.26419,0.065167,-0.451305,78.313691
19,0.263532,0.063523,-0.442752,78.451393
0,0.269454,0.058588,-0.434528,78.206259
1,0.269454,0.050364,-0.440779,78.224659
2,0.242479,0.019112,-0.471372,78.219911
3,0.236228,0.005625,-0.471701,78.314284
4,0.240834,0.002664,-0.464793,78.303007
5,0.272414,0.0326,-0.451305,78.279859
6,0.272085,0.037205,-0.439134,78.24662
7,0.281954,0.04214,-0.444726,78.043035
8,0.261888,0.01681,-0.467754,78.388477
9,0.256624,0.013191,-0.479596,78.321407
10,0.258927,0.015494,-0.482228,78.135034
11,0.294784,0.050693,-0.446042,78.276297
12,0.306298,0.060562,-0.433541,78.155808
13,0.311232,0.046416,-0.438476,78.181331
14,0.287876,0.017468,-0.462161,78.269175
15,0.285244,-0.00227,-0.469727,78.191421
16,0.281296,0.000362,-0.470056,78.031758
17,0.312877,0.018126,-0.444726,78.02879
18,0.335575,0.027666,-0.447358,78.133254
19,0.346102,0.012862,-0.450318,78.054312
0,0.319127,-0.01181,-0.466438,78.361174
1,0.316167,-0.023324,-0.48157,78.139783
2,0.324391,-0.035824,-0.477622,77.933823
3,0.342484,-0.011152,-0.464793,77.970623
4,0.348734,0.002664,-0.456569,78.014545
5,0.356629,0.006941,-0.461503,78.216943
6,0.331299,-0.0151,-0.478609,78.16115
7,0.312548,-0.0151,-0.482886,78.028197
8,0.306956,-0.013455,-0.48782,78.089331
9,0.305311,0.011546,-0.466767,78.130286
10,0.339194,0.020099,-0.456569,77.946288
11,0.339194,0.014836,-0.450318,78.02048
12,0.32768,0.010888,-0.448016,78.082209
13,0.294784,-0.022008,-0.480912,77.956378
14,0.277678,-0.039772,-0.492097,77.901772
15,0.276362,-0.03418,-0.488478,78.044816
16,0.3086,-0.014113,-0.464464,78.006829
17,0.303337,-0.020034,-0.465451,77.937978
18,0.298731,-0.029245,-0.47203,77.755167
19,0.275046,-0.064444,-0.497689,78.113667
0,0.265835,-0.074313,-0.512822,78.064996
1,0.264848,-0.074642,-0.508545,78.0371
2,0.288534,-0.052273,-0.495386,77.858443
3,0.284586,-0.043391,-0.497031,77.952223
4,0.275375,-0.045035,-0.497031,77.977152
5,0.244124,-0.063128,-0.521704,77.918985
6,0.234584,-0.061813,-0.538152,77.968842
7,0.229649,-0.06576,-0.536507,77.798495
8,0.258269,-0.042404,-0.520388,77.986055
9,0.265835,-0.032535,-0.495057,77.73558
10,0.260572,-0.036153,-0.512493,77.778908
11,0.218464,-0.066418,-0.537823,77.95341
12,0.199713,-0.074313,-0.544731,77.987242
13,0.199713,-0.083853,-0.54835,77.847166
14,0.216491,-0.065431,-0.527625,77.701154
15,0.234255,-0.058523,-0.526967,77.728457
16,0.222412,-0.068392,-0.533546,78.027009
17,0.199713,-0.090761,-0.5546,77.752793
18,0.193792,-0.103262,-0.566443,77.940946
19,0.183594,-0.115434,-0.568745,77.873282
0,0.186555,-0.098327,-0.544402,77.813334
1,0.211556,-0.075629,-0.540783,77.854882
2,0.20399,-0.070037,-0.541441,77.902959
3,0.205306,-0.070037,-0.5546,77.825798
4,0.175041,-0.090103,-0.574009,77.883966
5,0.164843,-0.093722,-0.58618,77.79256
6,0.160896,-0.09767,-0.581904,77.927888
7,0.186226,-0.069708,-0.554271,78.086364
8,0.18162,-0.066747,-0.531901,77.646548
9,0.187871,-0.075629,-0.538152,77.730238
10,0.146421,-0.104249,-0.571377,77.679787
11,0.122078,-0.123987,-0.580259,77.885746
12,0.12471,-0.131553,-0.574338,77.790186
13,0.149053,-0.113131,-0.5546,77.758728
14,0.150698,-0.114776,-0.547034,77.722522
15,0.147737,-0.12596,-0.562824,77.754573
16,0.122078,-0.161488,-0.579272,77.879217
17,0.118459,-0.171686,-0.591773,77.635271
18,0.112209,-0.181884,-0.591444,77.568794
19,0.134908,-0.166423,-0.565127,77.815708
0,0.133592,-0.148988,-0.567101,77.816895
1,0.129315,-0.150633,-0.574996,77.726083
2,0.110564,-0.17366,-0.592431,77.670884
3,0.094116,-0.185832,-0.599339,77.646548
4,0.084247,-0.180568,-0.607234,77.872095
5,0.111551,-0.163133,-0.583878,77.925514
6,0.117144,-0.147672,-0.562166,77.550988
7,0.126684,-0.15458,-0.561837,77.609155
8,0.082931,-0.177608,-0.580259,77.871501
9,0.069773,-0.189779,-0.598681,77.591942
10,0.063523,-0.196688,-0.604931,77.825205
11,0.056285,-0.153593,-0.57993,77.707683
12,0.091484,-0.175305,-0.572693,77.75398
13,0.088524,-0.166423,-0.576311,77.6602
14,0.080958,-0.176292,-0.573351,77.642394
15,0.059904,-0.205241,-0.604931,77.693438
16,0.049706,-0.21807,-0.612826,77.577697
17,0.050693,-0.213136,-0.615129,77.713025
18,0.075694,-0.186819,-0.586838,77.781283
19,0.074378,-0.171028,-0.588154,77.857256
0,0.062207,-0.171028,-0.595391,77.638832
1,0.030626,-0.183858,-0.621708,77.718367
2,0.01977,-0.184516,-0.623024,77.683348
3,0.024047,-0.177279,-0.623024,77.780689
4,0.045759,-0.152277,-0.600984,77.611529
5,0.046745,-0.136487,-0.584536,77.468486
6,0.038521,-0.146027,-0.584865,77.679787
7,0.008257,-0.171357,-0.616116,77.616278
8,-0.009836,-0.1832,-0.620393,77.658419
9,-0.014771,-0.17695,-0.621708,77.482137
10,0.007599,-0.161488,-0.602958,77.385983
11,0.019441,-0.149317,-0.604602,77.586007
12,0.008915,-0.162804,-0.595391,77.503505
13,-0.019705,-0.186161,-0.629604,77.379454
14,-0.0276,-0.187806,-0.636512,77.383015
15,-0.0276,-0.192411,-0.64013,77.761102
16,-0.006218,-0.175963,-0.6148,77.69878
17,-0.000296,-0.148988,-0.619735,77.56642
18,-0.000954,-0.146685,-0.621708,77.781876
19,-0.028916,-0.162146,-0.635196,77.565233
0,-0.038127,-0.162146,-0.651973,77.692845
1,-0.046351,-0.165765,-0.649999,77.464924
2,-0.050957,-0.128263,-0.631906,77.475015
3,-0.004244,-0.138132,-0.620393,77.645955
4,-0.0151,-0.127276,-0.605589,77.443557
5,-0.016745,-0.126618,-0.619735,77.450679
6,-0.061155,-0.158857,-0.643749,77.484511
7,-0.065431,-0.165765,-0.651644,77.582446
8,-0.067734,-0.170042,-0.654605,77.441183
9,-0.041746,-0.149975,-0.631906,77.472047
10,-0.039772,-0.149646,-0.619735,77.188333
11,-0.032864,-0.15458,-0.626314,77.67029
12,-0.065102,-0.179581,-0.663487,77.613904
13,-0.061813,-0.190766,-0.664145,77.448899
14,-0.071352,-0.198332,-0.670395,77.575323
15,-0.041417,-0.173002,-0.652631,77.463144
16,-0.040759,-0.162146,-0.650328,77.55633
17,-0.041088,-0.157212,-0.65296,77.378267
18,-0.072997,-0.175634,-0.677961,77.442963
19,-0.074313,-0.177937,-0.681909,77.25481
0,-0.076616,-0.175634,-0.695067,77.447712
1,-0.057536,-0.139777,-0.661184,77.280332
2,-0.045693,-0.136487,-0.646381,77.430499
3,-0.04372,-0.13254,-0.655921,77.49104
4,-0.086485,-0.171357,-0.682238,77.48095
5,-0.096354,-0.174976,-0.696054,77.381235
6,-0.102275,-0.185174,-0.694409,77.539711
7,-0.080892,-0.168068,-0.671053,77.394886
8,-0.067076,-0.163462,-0.672369,77.498756
9,-0.058523,-0.159515,-0.664474,77.527246
10,-0.085827,-0.191753,-0.691778,77.410912
11,-0.095038,-0.207214,-0.701318,77.436434
12,-0.092406,-0.208859,-0.706581,77.437028
13,-0.09767,-0.185832,-0.679277,77.375299
14,-0.071352,-0.181226,-0.686185,77.448899
15,-0.071352,-0.172015,-0.674014,77.49104
16,-0.072668,-0.161488,-0.685198,77.446524
17,-0.106552,-0.192411,-0.715134,77.377673
18,-0.102604,-0.183529,-0.717437,77.352745
19,-0.108854,-0.184187,-0.718095,77.530214
0,-0.074971,-0.157541,-0.683883,77.49104
1,-0.074971,-0.140435,-0.675001,77.600252
2,-0.070037,-0.159515,-0.667105,77.498163
3,-0.120368,-0.196688,-0.707568,77.404976
4,-0.128263,-0.200964,-0.709213,77.408538
5,-0.130237,-0.204254,-0.709871,77.532588
6,-0.103591,-0.190108,-0.689146,77.180617
7,-0.090761,-0.178595,-0.687172,77.514188
8,-0.086485,-0.201622,-0.681909,77.474421
9,-0.112473,-0.234189,-0.708884,77.394293
10,-0.127605,-0.239124,-0.711844,77.441183
11,-0.121026,-0.247348,-0.716121,77.346809
12,-0.105565,-0.230242,-0.690462,77.378267
13,-0.095367,-0.213794,-0.69112,77.552175
14,-0.099643,-0.213465,-0.683883,77.353932
15,-0.124974,-0.23386,-0.71645,77.422783
16,-0.1355,-0.231558,-0.714805,77.514782
